name	category
NGINX Plus: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
NGINX Plus: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
NetApp AFF A700: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
NetApp FAS3220: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
NetApp FAS3220: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Netgear Fastpath: Device has been replaced (new serial number received)	System Configuration Info
Netgear Fastpath: High CPU utilization (over {$CPU.UTIL.CRIT}% for 5m)	System Performance
Netgear Fastpath: High memory utilization (>{$MEMORY.UTIL.MAX}% for 5m)	System Memory
Netgear Fastpath: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Netgear Fastpath: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Network Generic Device: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Network Generic Device: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Nextcloud: CPU load is too high (over {$NEXTCLOUD.CPU.LOAD.MAX} for 5m)	System Performance
Nextcloud: Database version has changed (new version: {ITEM.VALUE})	System Configuration Info
Nextcloud: Disk space is low (free < {$NEXTCLOUD.STORAGE.FREE.MIN})	Filesystem
Nextcloud: High PHP memory utilization (>{$NEXTCLOUD.PHP.MEM.PUSED.MAX}% for 5m)	System Memory
Nextcloud: High memory utilization (>{$NEXTCLOUD.MEM.PUSED.MAX}% for 5m)	System Memory
Nextcloud: High swap utilization (>{$NEXTCLOUD.SWAP.PUSED.MAX}% for 5m)	System Memory
Nextcloud: PHP version has changed (new version: {ITEM.VALUE})	System Configuration Info
Nextcloud: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Nginx: Failed to fetch stub status page (or no data for 30m)	Agent/Service Status
Nginx: High connections drop rate (more than {$NGINX.DROP_RATE.MAX.WARN} for 5m)	High Error Rate
Nginx: Service response time is too high (over {$NGINX.RESPONSE_TIME.MAX.WARN}s for 5m)	Slow Response Time
Nginx: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Nvidia: Driver version on {HOST.HOST} has changed.	System Configuration Info
Nvidia: NVML library on {HOST.HOST} has changed.	System Configuration Info
Nvidia: Number of devices on {HOST.HOST} has changed.	System Configuration Info
OCI Autonomous DB: Current CPU utilization is high (util >= {$OCI.AUTONOMOUS.DB.CPU.UTIL.WARN}%)	System Performance
OCI Autonomous DB: Current CPU utilization is too high (util >= {$OCI.AUTONOMOUS.DB.CPU.UTIL.HIGH}%)	System Performance
OCI Autonomous DB: Current storage utilization is high (util >= {$OCI.AUTONOMOUS.DB.STORAGE.UTIL.WARN}%)	Filesystem
OCI Autonomous DB: Current storage utilization is too high (util >= {$OCI.AUTONOMOUS.DB.STORAGE.UTIL.HIGH}%)	Filesystem
OCI Autonomous DB: State has changed (new state: {ITEM.VALUE})	System Configuration Info
OCI Compute: Current CPU utilization is high (util >= {$OCI.COMPUTE.CPU.UTIL.WARN}%)	System Performance
OCI Compute: Current CPU utilization is too high (util >= {$OCI.COMPUTE.CPU.UTIL.HIGH}%)	System Performance
OCI Compute: Current memory utilization is high (util >= {$OCI.COMPUTE.MEM.UTIL.WARN}%)	System Memory
OCI Compute: Current memory utilization is too high (util >= {$OCI.COMPUTE.MEM.UTIL.HIGH}%)	System Memory
OCI Compute: State has changed (new state: {ITEM.VALUE})	System Configuration Info
OPNsense: Source tracking table usage more than {$SOURCE.TRACKING.TABLE.UTIL.MAX}.	Overwhelming Usage
OPNsense: State table usage more than {$STATE.TABLE.UTIL.MAX}.	Overwhelming Usage
OpenBSD: Zabbix agent is not available (for {$AGENT.TIMEOUT})	Agent/Service Status
OpenStack Nova: Current RAM usage is high (used >= {$OPENSTACK.NOVA.RAM.UTIL.WARN}%)	System Memory
OpenStack Nova: Current RAM usage is too high (used >= {$OPENSTACK.NOVA.RAM.UTIL.HIGH}%)	System Memory
OpenStack Nova: Current instances count is high (used >= {$OPENSTACK.NOVA.INSTANCES.UTIL.WARN}%)	Overwhelming Usage
OpenStack Nova: Current instances count is too high (used >= {$OPENSTACK.NOVA.INSTANCES.UTIL.HIGH}%)	Overwhelming Usage
OpenStack Nova: Current vCPU usage is high (used >= {$OPENSTACK.NOVA.CPU.UTIL.WARN}%)	System Performance
OpenStack Nova: Current vCPU usage is too high (used >= {$OPENSTACK.NOVA.CPU.UTIL.HIGH}%)	System Performance
Oracle: Failed to fetch info data (or no data for 30m)	Agent/Service Status
Oracle: Failed to fetch info data (or no data for 5m)	Agent/Service Status
Oracle: Instance hostname has changed (new hostname received: {ITEM.VALUE})	System Configuration Info
Oracle: Instance name has changed (new name received: {ITEM.VALUE})	System Configuration Info
Oracle: Number of REDO logs available for switching is too low (less {$ORACLE.REDO.MIN.WARN} for 5 min)	System Memory
Oracle: Shared pool free is too low (less {$ORACLE.SHARED.FREE.MIN.WARN}% for 5m)	System Memory
Oracle: Too high database concurrency (over {$ORACLE.CONCURRENCY.MAX.WARN}% for 5 min)	Overwhelming Usage
Oracle: Too many active processes (over {$ORACLE.PROCESSES.MAX.WARN}% for 5 min)	Overwhelming Usage
Oracle: Too many active sessions (over {$ORACLE.SESSIONS.MAX.WARN}% for 5 min)	Overwhelming Usage
Oracle: Too many database files (over {$ORACLE.DB.FILE.MAX.WARN}% for 5 min)	Overwhelming Usage
Oracle: Too many locked sessions (over {$ORACLE.SESSIONS.LOCK.MAX.WARN}% for 5 min)	Overwhelming Usage
Oracle: Too many sessions locked over {$ORACLE.SESSION.LOCK.MAX.TIME}s (over {$ORACLE.SESSION.LONG.LOCK.MAX.WARN} for 5 min)	Overwhelming Usage
Oracle: Total PGA inuse is too high (over {$ORACLE.PGA.USE.MAX.WARN}% for 5 min)	Overwhelming Usage
Oracle: Version has changed (new version value received: {ITEM.VALUE})	System Configuration Info
Oracle: Zabbix account will expire soon (under {$ORACLE.EXPIRE.PASSWORD.MIN.WARN} days)	System Configuration Info
Oracle: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
PFSense: Source tracking table usage more than {$SOURCE.TRACKING.TABLE.UTIL.MAX}.	Overwhelming Usage
PFSense: State table usage more than {$STATE.TABLE.UTIL.MAX}.	Overwhelming Usage
PHP-FPM: Failed to fetch info data (or no data for 30m)	Agent/Service Status
PHP-FPM: Manager changed (new value received: {ITEM.VALUE})	System Configuration Info
PHP-FPM: Pool has been restarted (uptime < 10m)	Agent/Service Status
PHP-FPM: Queue utilization is high (over {$PHP_FPM.QUEUE.WARN.MAX}% for 15m)	Overwhelming Usage
PHP-FPM: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
PostgreSQL: Cache hit ratio too low (under {$PG.CACHE_HITRATIO.MIN.WARN} in 5m)	System Cache
PostgreSQL: Failed to get items (no data for 30m)	Request Failure
PostgreSQL: Required checkpoints occur too frequently (over {$PG.CHECKPOINTS_REQ.MAX.WARN})	Overwhelming Usage
PostgreSQL: Response too long (over {$PG.PING_TIME.MAX.WARN})	Slow Response Time
PostgreSQL: Service has been restarted (uptime < 10m)	Agent/Service Status
PostgreSQL: Streaming lag with master is too high (over {$PG.REPL_LAG.MAX.WARN} in 5m)	Slow Response Time
PostgreSQL: Total number of connections is too high (over {$PG.CONN_TOTAL_PCT.MAX.WARN} in 5m)	Overwhelming Usage
PostgreSQL: Total number of connections is too high (over {$PG.CONN_TOTAL_PCT.MAX.WARN}% in 5m)	Overwhelming Usage
PostgreSQL: Version has changed (new version value received: {ITEM.VALUE})	System Configuration Info
QTech QSW: Device has been replaced (new serial number received)	System Configuration Info
QTech QSW: High CPU utilization (over {$CPU.UTIL.CRIT}% for 5m)	System Performance
QTech QSW: High memory utilization (>{$MEMORY.UTIL.MAX}% for 5m)	System Memory
QTech QSW: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
QTech QSW: Temperature is above critical threshold: >{$TEMP_CRIT}	High Temperature
QTech QSW: Temperature is above warning threshold: >{$TEMP_WARN}	High Temperature
QTech QSW: Temperature is too low: <{$TEMP_CRIT_LOW}	Low Temperature
QTech QSW: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
RabbitMQ cluster: Failed to fetch overview data (or no data for 30m)	Agent/Service Status
RabbitMQ node: Failed to fetch nodes data (or no data for 30m)	Agent/Service Status
RabbitMQ node: Free disk space alarm (Free space threshold has been reached)	Filesystem
RabbitMQ node: Memory alarm (Memory usage threshold has been reached)	System Memory
RabbitMQ node: Number of network partitions is too high (more than 0 for 5m)	Overwhelming Usage
RabbitMQ node: Service response time is too high (over {$RABBITMQ.RESPONSE_TIME.MAX.WARN}s for 5m)	Slow Response Time
RabbitMQ node: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
RabbitMQ node: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Redis: Failed to fetch info data (or no data for 30m)	Agent/Service Status
Redis: Memory fragmentation ratio is too high (over {$REDIS.MEM.FRAG_RATIO.MAX.WARN} in 15m)	System Memory
Redis: Replication role has changed (new role: {ITEM.VALUE})	System Configuration Info
Redis: Too many entries in the slowlog (over {$REDIS.SLOWLOG.COUNT.MAX.WARN} per second in 5m)	Overwhelming Usage
Redis: Total number of connected clients is too high (over {$REDIS.CLIENTS.PRC.MAX.WARN}% in 5m)	Overwhelming Usage
Redis: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Redis: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Solaris: Zabbix agent is not available (for {$AGENT.TIMEOUT})	Agent/Service Status
Solaris: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Squid: High sys page faults rate (>{$SQUID.PAGE.FAULT.WARN}% of received HTTP requests)	Filesystem
Squid: Squid has been restarted (uptime < 10m)	Agent/Service Status
Squid: Squid is running out of file descriptors (<{$SQUID.FILE.DESC.WARN.MIN})	Filesystem
Squid: Swap usage is critically high (>{ITEM.VALUE2}%)	System Memory
Squid: Swap usage is more than high watermark (>{ITEM.VALUE2}%)	System Memory
Squid: Swap usage is more than low watermark (>{ITEM.VALUE2}%)	System Memory
Squid: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Supermicro Aten: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Supermicro Aten: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
TP-LINK: Device has been replaced (new serial number received)	System Configuration Info
TP-LINK: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
TP-LINK: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
TiDB PD: Instance has been restarted (uptime < 10m)	Agent/Service Status
TiDB PD: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
TiDB TiKV: Instance has been restarted (uptime < 10m)	Agent/Service Status
TiDB TiKV: Too many coprocessor request error (over {$TIKV.COPROCESSOR.ERRORS.MAX.WARN} in 5m)	High Error Rate
TiDB TiKV: Too many pending commands (over {$TIKV.PENDING_COMMANDS.MAX.WARN} for 5m)	Overwhelming Usage
TiDB TiKV: Too many pending tasks (over {$TIKV.PENDING_TASKS.MAX.WARN} for 5m)	Overwhelming Usage
TiDB: Current number of open files is too high (over {$TIDB.OPEN.FDS.MAX.WARN}% for 5m)	Overwhelming Usage
TiDB: Heap memory usage is too high (over {$TIDB.HEAP.USAGE.MAX.WARN} for 5m)	System Memory
TiDB: Instance has been restarted (uptime < 10m)	Agent/Service Status
TiDB: Too few keep alive operations (less {$TIDB.MONITOR_KEEP_ALIVE.MAX.WARN} for 5m)	Agent/Service Status
TiDB: Too many DDL waiting jobs (over {$TIDB.DDL.WAITING.MAX.WARN} for 5m)	Overwhelming Usage
TiDB: Too many region related errors (over {$TIDB.REGION_ERROR.MAX.WARN} for 5m)	High Error Rate
TiDB: Too many schema lease errors (over {$TIDB.SCHEMA_LEASE_ERRORS.MAX.WARN} for 5m)	High Error Rate
TiDB: Too many schema lease errors (over {$TIDB.SCHEMA_LOAD_ERRORS.MAX.WARN} for 5m)	High Error Rate
TiDB: Too many time jump backs (over {$TIDB.TIME_JUMP_BACK.MAX.WARN} for 5m)	Overwhelming Usage
TiDB: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Travis CI: Failed to fetch home page (or no data for 30m)	Agent/Service Status
TrueNAS CORE: High memory utilization (>{$MEMORY.UTIL.MAX}% for 5m)	System Memory
TrueNAS CORE: High swap space usage (less than {$SWAP.PFREE.MIN.WARN}% free)	System Memory
TrueNAS CORE: Lack of available memory (<{$MEMORY.AVAILABLE.MIN} of {ITEM.VALUE2})	System Memory
TrueNAS CORE: Load average is too high (per CPU load over {$LOAD_AVG_PER_CPU.MAX.WARN} for 5m)	System Performance
TrueNAS CORE: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
TrueNAS CORE: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Ubiquiti AirOS: High memory utilization (>{$MEMORY.UTIL.MAX}% for 5m)	System Memory
Ubiquiti AirOS: High swap space usage (less than {$SWAP.PFREE.MIN.WARN}% free)	Filesystem
Ubiquiti AirOS: Lack of available memory (<{$MEMORY.AVAILABLE.MIN} of {ITEM.VALUE2})	System Memory
Ubiquiti AirOS: Load average is too high (per CPU load over {$LOAD_AVG_PER_CPU.MAX.WARN} for 5m)	System Performance
Ubiquiti AirOS: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Ubiquiti AirOS: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
VMware Guest: Hypervisor is in the maintenance mode	System Configuration Info
VMware Guest: VM has been restarted (uptime < 10m)	Agent/Service Status
VMware Hypervisor: Hypervisor has been restarted (uptime < 10m)	Agent/Service Status
Veeam Backup: Failed job runs is too high (over {$VEEAM.MANAGER.JOB.MAX.FAIL})	High Error Rate
Veeam Backup: Warning job runs is too high (over {$VEEAM.MANAGER.JOB.MAX.WARN})	High Error Rate
VeloCloud: Failed to fetch aggregate data (or no data for 30m)	Request Failure
Website by Browser: Failed to get JSON of the requested website '{$WEBSITE.DOMAIN}'	Request Failure
Website by Browser: Website {$WEBSITE.DOMAIN} navigation load event time > {$WEBSITE.NAVIGATION.LOAD.MAX.WARN}	Slow Response Time
Website by Browser: Website {$WEBSITE.DOMAIN} resource load event time > '{$WEBSITE.RESOURCE.LOAD.MAX.WARN}'	Slow Response Time
WildFly Domain: WildFly: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
WildFly Domain: WildFly: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
WildFly Server: Failed to fetch info data (or no data for 15m)	Agent/Service Status
WildFly Server: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
WildFly Server: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Windows: CPU interrupt time is too high (over {$CPU.INTERRUPT.CRIT.MAX}% for 5m)	System Performance
Windows: CPU privileged time is too high (over {$CPU.PRIV.CRIT.MAX}% for 5m)	System Performance
Windows: CPU queue length is too high (over {$CPU.QUEUE.CRIT.MAX} for 5m)	System Performance
Windows: High CPU utilization (over {$CPU.UTIL.CRIT}% for 5m)	System Performance
Windows: High memory utilization (>{$MEMORY.UTIL.MAX}% for 5m)	System Memory
Windows: High swap space usage (less than {$SWAP.PFREE.MIN.WARN}% free)	Filesystem
Windows: Host has been restarted (uptime < 10m)	Agent/Service Status
Windows: Number of free system page table entries is too low (less {$MEM.PAGE_TABLE_CRIT.MIN} for 5m)	System Memory
Windows: Page file usage is too high (over {$PAGEFILE.PUSED.MAX}% for 5m)	System Memory
Windows: Page reads/sec is too high (over {$PAGE.READ_SEC.CRIT.MAX} for 5m)	System Memory
Windows: Page writes/sec is too high (over {$PAGE.WRITE_SEC.CRIT.MAX} for 5m)	System Memory
Windows: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Windows: System time is out of sync (diff with Zabbix server > {$SYSTEM.FUZZYTIME.MAX})	System Configuration Info
Windows: The Memory Pages/sec is too high (over {$MEM.PAGE_SEC.CRIT.MAX} for 5m)	System Memory
Windows: Zabbix agent is not available (for {$AGENT.TIMEOUT})	Agent/Service Status
Windows: Zabbix agent is not available (or nodata for {$AGENT.NODATA_TIMEOUT})	Agent/Service Status
Windows: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
YugabyteDB Cluster: Average utilization of connections is high (over {$YUGABYTEDB.CONNECTION.UTILIZATION.WARN}% for 5m)	Overwhelming Usage
YugabyteDB Cluster: Average utilization of connections is too high (over {$YUGABYTEDB.CONNECTION.UTILIZATION.CRIT}% for 5m)	Overwhelming Usage
YugabyteDB Cluster: CPU utilization is high (over {$YUGABYTEDB.CPU.UTILIZATION.WARN}% for 5m)	System Performance
YugabyteDB Cluster: CPU utilization is too high (over {$YUGABYTEDB.CPU.UTILIZATION.CRIT}% for 5m)	System Performance
YugabyteDB Cluster: Cluster software version has changed (new version: {ITEM.VALUE})	System Configuration Info
YugabyteDB Cluster: Memory utilization is high (>{$YUGABYTEDB.MEMORY.CLUSTER.UTILIZATION.WARN} for 5m)	System Memory
YugabyteDB Cluster: Memory utilization is too high (>{$YUGABYTEDB.MEMORY.CLUSTER.UTILIZATION.CRIT} for 5m)	System Memory
YugabyteDB Cluster: YB controller version has changed (new version: {ITEM.VALUE})	System Configuration Info
ZYXEL: Device has been replaced (new serial number received)	System Configuration Info
ZYXEL: High CPU utilization (over {$CPU.UTIL.CRIT}% for 5m)	System Performance
ZYXEL: High memory utilization (>{$MEMORY.UTIL.MAX}% for 5m)	System Memory
ZYXEL: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Zabbix agent is not available (for {$AGENT.TIMEOUT})	Agent/Service Status
Zabbix agent is not available (or nodata for {$AGENT.NODATA_TIMEOUT})	Agent/Service Status
Zabbix proxy: Failed to fetch stats data (or no data for {$ZABBIX.PROXY.NODATA_TIMEOUT})	Agent/Service Status
Zabbix proxy: More than {$ZABBIX.PROXY.UTIL.MAX:"configuration cache"}% used in the configuration cache	System Cache
Zabbix proxy: More than {$ZABBIX.PROXY.UTIL.MAX:"history cache"}% used in the history cache	System Cache
Zabbix proxy: More than {$ZABBIX.PROXY.UTIL.MAX:"index cache"}% used in the history index cache	System Cache
Zabbix proxy: More than {$ZABBIX.PROXY.UTIL.MAX:"proxy buffer"}% used in the proxy memory buffer	System Cache
Zabbix proxy: More than {$ZABBIX.PROXY.UTIL.MAX:"vmware cache"}% used in the vmware cache	System Cache
Zabbix proxy: Utilization of ODBC poller processes over {$ZABBIX.PROXY.UTIL.MAX:"ODBC poller"}%	Overwhelming Usage
Zabbix proxy: Utilization of agent poller processes over {$ZABBIX.PROXY.UTIL.MAX:"agent poller"}%	Overwhelming Usage
Zabbix proxy: Utilization of availability manager processes over {$ZABBIX.PROXY.UTIL.MAX:"availability manager"}%	Overwhelming Usage
Zabbix proxy: Utilization of browser poller processes over {$ZABBIX.PROXY.UTIL.MAX:"browser poller"}%	Overwhelming Usage
Zabbix proxy: Utilization of configuration syncer processes over {$ZABBIX.PROXY.UTIL.MAX:"configuration syncer"}%	Overwhelming Usage
Zabbix proxy: Utilization of data sender processes over {$ZABBIX.PROXY.UTIL.MAX:"data sender"}%	Overwhelming Usage
Zabbix proxy: Utilization of discovery manager processes over {$ZABBIX.PROXY.UTIL.MAX:"discovery manager"}%	Overwhelming Usage
Zabbix proxy: Utilization of discovery worker processes over {$ZABBIX.PROXY.UTIL.MAX:"discovery worker"}%	Overwhelming Usage
Zabbix proxy: Utilization of history syncer processes over {$ZABBIX.PROXY.UTIL.MAX:"history syncer"}%	Overwhelming Usage
Zabbix proxy: Utilization of housekeeper processes over {$ZABBIX.PROXY.UTIL.MAX:"housekeeper"}%	Overwhelming Usage
Zabbix proxy: Utilization of http agent poller processes over {$ZABBIX.PROXY.UTIL.MAX:"http agent poller"}%	Overwhelming Usage
Zabbix proxy: Utilization of http poller processes over {$ZABBIX.PROXY.UTIL.MAX:"http poller"}%	Overwhelming Usage
Zabbix proxy: Utilization of icmp pinger processes over {$ZABBIX.PROXY.UTIL.MAX:"icmp pinger"}%	Overwhelming Usage
Zabbix proxy: Utilization of internal poller processes over {$ZABBIX.PROXY.UTIL.MAX:"internal poller"}%	Overwhelming Usage
Zabbix proxy: Utilization of ipmi manager processes over {$ZABBIX.PROXY.UTIL.MAX:"ipmi manager"}%	Overwhelming Usage
Zabbix proxy: Utilization of ipmi poller processes over {$ZABBIX.PROXY.UTIL.MAX:"ipmi poller"}%	Overwhelming Usage
Zabbix proxy: Utilization of java poller processes over {$ZABBIX.PROXY.UTIL.MAX:"java poller"}%	Overwhelming Usage
Zabbix proxy: Utilization of poller processes over {$ZABBIX.PROXY.UTIL.MAX:"poller"}%	Overwhelming Usage
Zabbix proxy: Utilization of preprocessing manager processes over {$ZABBIX.PROXY.UTIL.MAX:"preprocessing manager"}%	Overwhelming Usage
Zabbix proxy: Utilization of preprocessing worker processes over {$ZABBIX.PROXY.UTIL.MAX:"preprocessing worker"}%	Overwhelming Usage
Zabbix proxy: Utilization of self-monitoring processes over {$ZABBIX.PROXY.UTIL.MAX:"self-monitoring"}%	Overwhelming Usage
Zabbix proxy: Utilization of snmp poller processes over {$ZABBIX.PROXY.UTIL.MAX:"snmp poller"}%	Overwhelming Usage
Zabbix proxy: Utilization of snmp trapper processes over {$ZABBIX.PROXY.UTIL.MAX:"snmp trapper"}%	Overwhelming Usage
Zabbix proxy: Utilization of task manager processes over {$ZABBIX.PROXY.UTIL.MAX:"task manager"}%	Overwhelming Usage
Zabbix proxy: Utilization of trapper processes over {$ZABBIX.PROXY.UTIL.MAX:"trapper"}%	Overwhelming Usage
Zabbix proxy: Utilization of unreachable poller processes over {$ZABBIX.PROXY.UTIL.MAX:"unreachable poller"}%	Overwhelming Usage
Zabbix proxy: Utilization of vmware collector processes over {$ZABBIX.PROXY.UTIL.MAX:"vmware collector"}%	Overwhelming Usage
Zabbix proxy: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Zabbix proxy: Zabbix proxy template is assigned to Zabbix server	System Configuration Info
Zabbix proxy: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Zabbix server: Excessive configuration cache usage	System Cache
Zabbix server: Excessive history cache usage	System Cache
Zabbix server: Excessive history index cache usage	System Cache
Zabbix server: Excessive trends cache usage	System Cache
Zabbix server: Excessive value cache usage	System Cache
Zabbix server: Excessive vmware cache usage	System Cache
Zabbix server: Failed to fetch stats data (or no data for {$ZABBIX.SERVER.NODATA_TIMEOUT})	Agent/Service Status
Zabbix server: More than 10 items have been missing data for over 10 minutes	High Error Rate
Zabbix server: More than 100 items have been missing data for over 10 minutes	High Error Rate
Zabbix server: More than 50 items have been missing data for over 10 minutes	High Error Rate
Zabbix server: More than {$ZABBIX.SERVER.UTIL.MAX:"configuration cache"}% used in the configuration cache	System Cache
Zabbix server: More than {$ZABBIX.SERVER.UTIL.MAX:"history cache"}% used in the history cache	System Cache
Zabbix server: More than {$ZABBIX.SERVER.UTIL.MAX:"index cache"}% used in the history index cache	System Cache
Zabbix server: More than {$ZABBIX.SERVER.UTIL.MAX:"trend cache"}% used in the trends cache	System Cache
Zabbix server: More than {$ZABBIX.SERVER.UTIL.MAX:"value cache"}% used in the value cache	System Cache
Zabbix server: More than {$ZABBIX.SERVER.UTIL.MAX:"vmware cache"}% used in the vmware cache	System Cache
Zabbix server: Utilization of LLD manager processes is high	Overwhelming Usage
Zabbix server: Utilization of LLD manager processes over {$ZABBIX.SERVER.UTIL.MAX:"LLD manager"}%	Overwhelming Usage
Zabbix server: Utilization of LLD worker processes is high	Overwhelming Usage
Zabbix server: Utilization of LLD worker processes over {$ZABBIX.SERVER.UTIL.MAX:"LLD worker"}%	Overwhelming Usage
Zabbix server: Utilization of ODBC poller processes is high	Overwhelming Usage
Zabbix server: Utilization of ODBC poller processes over {$ZABBIX.SERVER.UTIL.MAX:"ODBC poller"}%	Overwhelming Usage
Zabbix server: Utilization of agent poller processes is high	Overwhelming Usage
Zabbix server: Utilization of agent poller processes over {$ZABBIX.SERVER.UTIL.MAX:"agent poller"}%	Overwhelming Usage
Zabbix server: Utilization of alert manager processes is high	Overwhelming Usage
Zabbix server: Utilization of alert manager processes over {$ZABBIX.SERVER.UTIL.MAX:"alert manager"}%	Overwhelming Usage
Zabbix server: Utilization of alert syncer processes is high	Overwhelming Usage
Zabbix server: Utilization of alert syncer processes over {$ZABBIX.SERVER.UTIL.MAX:"alert syncer"}%	Overwhelming Usage
Zabbix server: Utilization of alerter processes is high	Overwhelming Usage
Zabbix server: Utilization of alerter processes over {$ZABBIX.SERVER.UTIL.MAX:"alerter"}%	Overwhelming Usage
Zabbix server: Utilization of alerts processes is high	Overwhelming Usage
Zabbix server: Utilization of api processes is high	Overwhelming Usage
Zabbix server: Utilization of async poller processes is high	Overwhelming Usage
Zabbix server: Utilization of audit log writer processes is high	Overwhelming Usage
Zabbix server: Utilization of availability manager processes is high	Overwhelming Usage
Zabbix server: Utilization of availability manager processes over {$ZABBIX.SERVER.UTIL.MAX:"availability manager"}%	Overwhelming Usage
Zabbix server: Utilization of browser poller processes is high	Overwhelming Usage
Zabbix server: Utilization of browser poller processes over {$ZABBIX.SERVER.UTIL.MAX:"browser poller"}%	Overwhelming Usage
Zabbix server: Utilization of configuration syncer processes is high	Overwhelming Usage
Zabbix server: Utilization of configuration syncer processes over {$ZABBIX.SERVER.UTIL.MAX:"configuration syncer"}%	Overwhelming Usage
Zabbix server: Utilization of configuration syncer worker processes is high	Overwhelming Usage
Zabbix server: Utilization of configuration syncer worker processes over {$ZABBIX.SERVER.UTIL.MAX:"configuration syncer worker"}%	Overwhelming Usage
Zabbix server: Utilization of connector manager processes is high	Overwhelming Usage
Zabbix server: Utilization of connector manager processes over {$ZABBIX.SERVER.UTIL.MAX:"connector manager"}%	Overwhelming Usage
Zabbix server: Utilization of connector worker processes is high	Overwhelming Usage
Zabbix server: Utilization of connector worker processes over {$ZABBIX.SERVER.UTIL.MAX:"connector worker"}%	Overwhelming Usage
Zabbix server: Utilization of database monitor processes is high	Overwhelming Usage
Zabbix server: Utilization of database writer processes is high	Overwhelming Usage
Zabbix server: Utilization of discoverer processes is high	Overwhelming Usage
Zabbix server: Utilization of discovery manager processes is high	Overwhelming Usage
Zabbix server: Utilization of discovery manager processes over {$ZABBIX.SERVER.UTIL.MAX:"discovery manager"}%	Overwhelming Usage
Zabbix server: Utilization of discovery worker processes is high	Overwhelming Usage
Zabbix server: Utilization of discovery worker processes over {$ZABBIX.SERVER.UTIL.MAX:"discovery worker"}%	Overwhelming Usage
Zabbix server: Utilization of escalator processes is high	Overwhelming Usage
Zabbix server: Utilization of escalator processes over {$ZABBIX.SERVER.UTIL.MAX:"escalator"}%	Overwhelming Usage
Zabbix server: Utilization of event processor processes is high	Overwhelming Usage
Zabbix server: Utilization of event syncer processes is high	Overwhelming Usage
Zabbix server: Utilization of fping poller processes is high	Overwhelming Usage
Zabbix server: Utilization of history poller processes is high	Overwhelming Usage
Zabbix server: Utilization of history poller processes over {$ZABBIX.SERVER.UTIL.MAX:"history poller"}%	Overwhelming Usage
Zabbix server: Utilization of history syncer processes is high	Overwhelming Usage
Zabbix server: Utilization of history syncer processes over {$ZABBIX.SERVER.UTIL.MAX:"history syncer"}%	Overwhelming Usage
Zabbix server: Utilization of housekeeper processes is high	Overwhelming Usage
Zabbix server: Utilization of housekeeper processes over {$ZABBIX.SERVER.UTIL.MAX:"housekeeper"}%	Overwhelming Usage
Zabbix server: Utilization of http agent poller processes is high	Overwhelming Usage
Zabbix server: Utilization of http agent poller processes over {$ZABBIX.SERVER.UTIL.MAX:"http agent poller"}%	Overwhelming Usage
Zabbix server: Utilization of http poller processes is high	Overwhelming Usage
Zabbix server: Utilization of http poller processes over {$ZABBIX.SERVER.UTIL.MAX:"http poller"}%	Overwhelming Usage
